affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1037,,Reconciliation Gap,2026-01,179.75,,,,,,Medium
1016,,Reconciliation Gap,2025-11,157.38,,,,,,Medium
1019,,Reconciliation Gap,2024-07,435.0,,,,,,Medium
1008,,Reconciliation Gap,2025-08,321.82,,,,,,Medium
1008,,Reconciliation Gap,2025-08,128.73,,,,,,Medium
1033,,Reconciliation Gap,2026-04,105.81,,,,,,Medium
1022,,Reconciliation Gap,2025-07,94.31,,,,,,Medium
1092,,Reconciliation Gap,2024-01,64.63,,,,,,Medium
1123,,Reconciliation Gap,2025-02,187.31,,,,,,Medium
1001,,Reconciliation Gap,2026-03,234.49,,,,,,Medium
1101,,Reconciliation Gap,2025-05,148.62,,,,,,Medium
1088,,Reconciliation Gap,2024-10,567.57,,,,,,Medium
1131,,Reconciliation Gap,2026-01,79.76,,,,,,Medium
1099,,Reconciliation Gap,2024-07,47.37,,,,,,Medium
1061,,Reconciliation Gap,2025-09,153.63,,,,,,Medium
1114,,Reconciliation Gap,2025-08,464.06,,,,,,Medium
1133,,Reconciliation Gap,2024-06,495.67,,,,,,Medium
1058,,Reconciliation Gap,2025-12,317.29,,,,,,Medium
1125,,Reconciliation Gap,2024-02,133.56,,,,,,Medium
1036,,Reconciliation Gap,2024-03,5.72,,,,,,Medium
1036,,Reconciliation Gap,2024-03,2.29,,,,,,Medium
1019,,Reconciliation Gap,2024-11,380.01,,,,,,Medium
1122,,Reconciliation Gap,2025-07,426.6,,,,,,Medium
1122,,Reconciliation Gap,2025-07,170.64,,,,,,Medium
1036,,Reconciliation Gap,2026-02,367.85,,,,,,Medium
1034,,Reconciliation Gap,2026-02,263.1,,,,,,Medium
1041,,Reconciliation Gap,2025-09,536.04,,,,,,Medium
1113,,Reconciliation Gap,2026-02,52.27,,,,,,Medium
1124,,Reconciliation Gap,2024-06,240.1,,,,,,Medium
1021,,Reconciliation Gap,2024-03,115.95,,,,,,Medium
1046,,Reconciliation Gap,2024-06,61.74,,,,,,Medium
1075,,Reconciliation Gap,2025-04,442.96,,,,,,Medium
1150,,Reconciliation Gap,2025-02,571.72,,,,,,Medium
1098,,Reconciliation Gap,2026-04,350.25,,,,,,Medium
1019,,Reconciliation Gap,2024-09,462.77,,,,,,Medium
1093,,Reconciliation Gap,2025-04,551.14,,,,,,Medium
1129,,Reconciliation Gap,2025-10,150.05,,,,,,Medium
1146,,Reconciliation Gap,2026-01,493.59,,,,,,Medium
1092,,Reconciliation Gap,2025-01,458.82,,,,,,Medium
1026,,Reconciliation Gap,2025-04,124.47,,,,,,Medium
1034,,Reconciliation Gap,2024-11,136.05,,,,,,Medium
1101,,Reconciliation Gap,2024-05,348.65,,,,,,Medium
1029,,Reconciliation Gap,2025-02,255.27,,,,,,Medium
1029,,Reconciliation Gap,2025-02,102.11,,,,,,Medium
1004,,Reconciliation Gap,2024-01,333.06,,,,,,Medium
1053,,Reconciliation Gap,2024-12,412.14,,,,,,Medium
1053,,Reconciliation Gap,2024-12,164.85,,,,,,Medium
1132,,Reconciliation Gap,2024-11,69.75,,,,,,Medium
1137,,Reconciliation Gap,2024-07,240.7,,,,,,Medium
1087,,Reconciliation Gap,2026-03,351.61,,,,,,Medium
1132,,Reconciliation Gap,2025-11,384.91,,,,,,Medium
1036,,Reconciliation Gap,2024-02,100.51,,,,,,Medium
1064,,Reconciliation Gap,2025-09,541.29,,,,,,Medium
1053,,Reconciliation Gap,2025-06,64.86,,,,,,Medium
1126,,Reconciliation Gap,2025-11,483.19,,,,,,Medium
1125,,Reconciliation Gap,2025-09,358.02,,,,,,Medium
1021,,Reconciliation Gap,2024-12,251.06,,,,,,Medium
1021,,Reconciliation Gap,2024-12,100.42,,,,,,Medium
1003,,Reconciliation Gap,2024-01,129.68,,,,,,Medium
1092,,Reconciliation Gap,2025-08,533.44,,,,,,Medium
1077,,Reconciliation Gap,2024-10,60.51,,,,,,Medium
1124,,Reconciliation Gap,2025-03,270.67,,,,,,Medium
1004,,Reconciliation Gap,2025-06,284.58,,,,,,Medium
1022,,Reconciliation Gap,2025-03,224.99,,,,,,Medium
1064,,Reconciliation Gap,2024-09,81.09,,,,,,Medium
1144,,Reconciliation Gap,2025-03,336.28,,,,,,Medium
1144,,Reconciliation Gap,2025-03,134.51,,,,,,Medium
1029,,Reconciliation Gap,2024-04,195.86,,,,,,Medium
1026,,Reconciliation Gap,2025-03,461.45,,,,,,Medium
1003,,Reconciliation Gap,2024-08,131.23,,,,,,Medium
1005,,Reconciliation Gap,2025-05,186.11,,,,,,Medium
1005,,Reconciliation Gap,2025-05,74.45,,,,,,Medium
1046,,Reconciliation Gap,2025-03,197.44,,,,,,Medium
1046,,Reconciliation Gap,2024-01,294.74,,,,,,Medium
1075,,Reconciliation Gap,2024-04,101.82,,,,,,Medium
1052,,Reconciliation Gap,2024-05,395.9,,,,,,Medium
1052,,Reconciliation Gap,2024-05,158.36,,,,,,Medium
1138,,Reconciliation Gap,2025-10,582.02,,,,,,Medium
1139,,Reconciliation Gap,2026-01,149.71,,,,,,Medium
1125,,Reconciliation Gap,2024-06,110.61,,,,,,Medium
1026,,Reconciliation Gap,2024-04,245.13,,,,,,Medium
1026,,Reconciliation Gap,2024-04,98.05,,,,,,Medium
1074,,Reconciliation Gap,2025-06,511.38,,,,,,Medium
1104,,Reconciliation Gap,2024-11,163.37,,,,,,Medium
1029,,Reconciliation Gap,2025-03,524.62,,,,,,Medium
1111,,Reconciliation Gap,2024-12,349.4,,,,,,Medium
1055,,Reconciliation Gap,2025-09,123.9,,,,,,Medium
1046,,Reconciliation Gap,2024-05,319.09,,,,,,Medium
1040,,Reconciliation Gap,2026-04,387.48,,,,,,Medium
1040,,Reconciliation Gap,2026-04,154.99,,,,,,Medium
1123,,Reconciliation Gap,2026-04,548.38,,,,,,Medium
1112,,Reconciliation Gap,2024-01,172.93,,,,,,Medium
1071,,Reconciliation Gap,2024-05,268.49,,,,,,Medium
1072,,Reconciliation Gap,2025-05,487.77,,,,,,Medium
1021,,Reconciliation Gap,2025-03,412.12,,,,,,Medium
1018,,Reconciliation Gap,2025-03,446.03,,,,,,Medium
1018,,Reconciliation Gap,2025-03,-178.41,,,,,,Medium
1046,,Reconciliation Gap,2026-04,239.14,,,,,,Medium
1137,,Reconciliation Gap,2024-09,583.07,,,,,,Medium
1005,,Reconciliation Gap,2024-04,31.31,,,,,,Medium
1004,,Reconciliation Gap,2024-08,500.01,,,,,,Medium
1017,,Reconciliation Gap,2025-08,247.24,,,,,,Medium
1064,,Reconciliation Gap,2024-10,442.33,,,,,,Medium
1144,,Reconciliation Gap,2026-01,276.05,,,,,,Medium
1086,,Reconciliation Gap,2024-12,381.98,,,,,,Medium
1121,,Reconciliation Gap,2025-08,33.18,,,,,,Medium
1123,,Reconciliation Gap,2025-11,538.57,,,,,,Medium
1068,,Reconciliation Gap,2025-07,114.55,,,,,,Medium
1111,,Reconciliation Gap,2024-12,450.99,,,,,,Medium
1073,,Reconciliation Gap,2026-03,161.36,,,,,,Medium
1073,,Reconciliation Gap,2026-03,-64.54,,,,,,Medium
1121,,Reconciliation Gap,2024-03,111.38,,,,,,Medium
1074,,Reconciliation Gap,2025-07,-70.66,,,,,,Medium
1114,,Reconciliation Gap,2024-03,166.87,,,,,,Medium
1114,,Reconciliation Gap,2024-03,66.75,,,,,,Medium
1141,,Reconciliation Gap,2025-10,507.94,,,,,,Medium
1086,,Reconciliation Gap,2024-05,337.26,,,,,,Medium
1086,,Reconciliation Gap,2025-10,497.86,,,,,,Medium
1111,,Reconciliation Gap,2026-02,502.09,,,,,,Medium
1024,,Reconciliation Gap,2025-08,146.58,,,,,,Medium
1123,,Reconciliation Gap,2025-08,590.89,,,,,,Medium
1024,,Reconciliation Gap,2026-01,257.39,,,,,,Medium
1123,,Reconciliation Gap,2025-05,431.01,,,,,,Medium
1068,,Reconciliation Gap,2026-01,277.97,,,,,,Medium
1122,,Reconciliation Gap,2024-07,229.02,,,,,,Medium
1148,,Reconciliation Gap,2025-06,433.07,,,,,,Medium
1136,,Reconciliation Gap,2025-12,6.75,,,,,,Medium
1099,,Reconciliation Gap,2025-01,380.64,,,,,,Medium
1073,,Reconciliation Gap,2026-04,226.91,,,,,,Medium
1022,,Reconciliation Gap,2025-01,175.88,,,,,,Medium
1026,,Reconciliation Gap,2024-09,284.24,,,,,,Medium
1131,,Reconciliation Gap,2026-02,390.97,,,,,,Medium
1037,,Reconciliation Gap,2024-03,228.18,,,,,,Medium
1093,,Reconciliation Gap,2024-02,536.25,,,,,,Medium
1072,,Reconciliation Gap,2024-12,322.41,,,,,,Medium
1055,,Reconciliation Gap,2025-01,578.09,,,,,,Medium
1026,,Reconciliation Gap,2024-08,7.44,,,,,,Medium
1119,,Reconciliation Gap,2024-09,381.17,,,,,,Medium
1129,,Reconciliation Gap,2025-08,191.9,,,,,,Medium
1008,,Reconciliation Gap,2025-05,242.77,,,,,,Medium
1132,,Reconciliation Gap,2025-08,106.29,,,,,,Medium
1133,,Reconciliation Gap,2025-04,459.74,,,,,,Medium
1133,,Reconciliation Gap,2025-04,183.9,,,,,,Medium
1073,,Reconciliation Gap,2026-02,535.92,,,,,,Medium
1040,,Reconciliation Gap,2025-10,-580.78,,,,,,Medium
1021,,Reconciliation Gap,2026-04,164.42,,,,,,Medium
1041,,Reconciliation Gap,2025-05,456.6,,,,,,Medium
1041,,Reconciliation Gap,2025-05,182.64,,,,,,Medium
1077,,Reconciliation Gap,2024-08,440.05,,,,,,Medium
1003,,Reconciliation Gap,2024-04,141.45,,,,,,Medium
1075,,Reconciliation Gap,2025-06,495.98,,,,,,Medium
1075,,Reconciliation Gap,2025-06,198.39,,,,,,Medium
1055,,Reconciliation Gap,2024-02,554.49,,,,,,Medium
1049,,Reconciliation Gap,2025-09,23.32,,,,,,Medium
1057,,Reconciliation Gap,2024-03,14.26,,,,,,Medium
1057,,Reconciliation Gap,2025-08,131.02,,,,,,Medium
1125,,Reconciliation Gap,2024-03,373.78,,,,,,Medium
1029,,Reconciliation Gap,2026-02,168.04,,,,,,Medium
1029,,Reconciliation Gap,2026-02,67.21,,,,,,Medium
1088,,Reconciliation Gap,2025-08,-245.61,,,,,,Medium
1068,,Reconciliation Gap,2024-07,175.54,,,,,,Medium
1045,,Reconciliation Gap,2025-03,62.06,,,,,,Medium
1070,,Reconciliation Gap,2025-06,260.39,,,,,,Medium
1033,,Reconciliation Gap,2025-02,270.57,,,,,,Medium
1006,,Reconciliation Gap,2025-08,202.79,,,,,,Medium
1026,,Reconciliation Gap,2025-08,217.83,,,,,,Medium
1074,,Reconciliation Gap,2025-05,363.94,,,,,,Medium
1073,,Reconciliation Gap,2024-01,18.03,,,,,,Medium
1006,,Reconciliation Gap,2024-06,98.25,,,,,,Medium
1008,,Reconciliation Gap,2025-04,531.05,,,,,,Medium
1005,,Reconciliation Gap,2024-11,522.41,,,,,,Medium
1022,,Reconciliation Gap,2024-04,342.76,,,,,,Medium
1001,,Reconciliation Gap,2024-09,185.57,,,,,,Medium
1046,,Reconciliation Gap,2024-10,514.46,,,,,,Medium
1046,,Reconciliation Gap,2024-10,205.78,,,,,,Medium
1029,,Reconciliation Gap,2024-07,130.77,,,,,,Medium
1144,,Reconciliation Gap,2025-08,164.78,,,,,,Medium
1038,,Reconciliation Gap,2025-09,16.01,,,,,,Medium
1071,,Reconciliation Gap,2024-08,553.96,,,,,,Medium
1068,,Reconciliation Gap,2024-01,582.38,,,,,,Medium
1148,,Reconciliation Gap,2025-08,325.18,,,,,,Medium
1128,,Reconciliation Gap,2024-11,573.16,,,,,,Medium
1099,,Reconciliation Gap,2025-02,596.04,,,,,,Medium
1093,,Reconciliation Gap,2025-05,334.71,,,,,,Medium
1096,,Reconciliation Gap,2024-08,279.51,,,,,,Medium
1096,,Reconciliation Gap,2024-08,111.8,,,,,,Medium
1005,,Reconciliation Gap,2026-02,140.36,,,,,,Medium
1127,,Reconciliation Gap,2025-08,21.94,,,,,,Medium
1099,,Reconciliation Gap,2024-02,32.59,,,,,,Medium
1040,,Reconciliation Gap,2025-09,577.26,,,,,,Medium
1049,,Reconciliation Gap,2025-07,163.24,,,,,,Medium
1117,,Reconciliation Gap,2024-04,136.34,,,,,,Medium
1117,,Reconciliation Gap,2024-04,54.54,,,,,,Medium
1003,,Reconciliation Gap,2024-03,598.73,,,,,,Medium
1029,,Reconciliation Gap,2025-01,541.84,,,,,,Medium
1013,,Reconciliation Gap,2024-01,330.26,,,,,,Medium
1092,,Reconciliation Gap,2024-09,357.26,,,,,,Medium
1127,,Reconciliation Gap,2024-05,153.14,,,,,,Medium
1018,,Reconciliation Gap,2025-08,452.4,,,,,,Medium
1116,,Reconciliation Gap,2025-04,445.94,,,,,,Medium
1105,,Reconciliation Gap,2024-02,234.45,,,,,,Medium
1017,,Reconciliation Gap,2025-03,289.32,,,,,,Medium
1131,,Reconciliation Gap,2025-06,168.2,,,,,,Medium
1052,,Reconciliation Gap,2024-03,557.92,,,,,,Medium
1132,,Reconciliation Gap,2025-10,223.2,,,,,,Medium
1070,,Reconciliation Gap,2024-01,115.5,,,,,,Medium
1081,,Reconciliation Gap,2024-11,458.18,,,,,,Medium
1087,,Reconciliation Gap,2025-09,359.35,,,,,,Medium
1092,,Reconciliation Gap,2025-03,91.09,,,,,,Medium
1139,,Reconciliation Gap,2026-04,85.72,,,,,,Medium
1033,,Reconciliation Gap,2025-10,135.44,,,,,,Medium
1001,,Reconciliation Gap,2025-02,86.59,,,,,,Medium
1055,,Reconciliation Gap,2024-05,281.87,,,,,,Medium
1093,,Reconciliation Gap,2024-06,570.74,,,,,,Medium
1064,,Reconciliation Gap,2024-06,372.8,,,,,,Medium
1064,,Reconciliation Gap,2024-06,149.12,,,,,,Medium
1022,,Reconciliation Gap,2024-03,377.93,,,,,,Medium
1004,,Reconciliation Gap,2025-11,520.1,,,,,,Medium
1132,,Reconciliation Gap,2024-08,35.59,,,,,,Medium
1126,,Reconciliation Gap,2025-06,88.14,,,,,,Medium
1037,,Reconciliation Gap,2024-05,341.76,,,,,,Medium
1037,,Reconciliation Gap,2024-05,136.7,,,,,,Medium
1055,,Reconciliation Gap,2026-01,226.12,,,,,,Medium
1046,,Reconciliation Gap,2024-11,230.65,,,,,,Medium
1029,,Reconciliation Gap,2025-03,592.58,,,,,,Medium
1029,,Reconciliation Gap,2025-03,237.03,,,,,,Medium
1073,,Reconciliation Gap,2024-01,-221.16,,,,,,Medium
1070,,Reconciliation Gap,2024-06,157.54,,,,,,Medium
1093,,Reconciliation Gap,2024-06,100.0,,,,,,Medium
1105,,Reconciliation Gap,2025-02,273.21,,,,,,Medium
1088,,Reconciliation Gap,2025-12,470.44,,,,,,Medium
1088,,Reconciliation Gap,2025-12,188.18,,,,,,Medium
1101,,Reconciliation Gap,2025-07,266.59,,,,,,Medium
1101,,Reconciliation Gap,2025-07,106.64,,,,,,Medium
1141,,Reconciliation Gap,2025-08,38.4,,,,,,Medium
1021,,Reconciliation Gap,2024-11,301.61,,,,,,Medium
1050,,Reconciliation Gap,2024-10,487.49,,,,,,Medium
1087,,Reconciliation Gap,2024-06,568.62,,,,,,Medium
1053,,Reconciliation Gap,2026-01,451.35,,,,,,Medium
1004,,Reconciliation Gap,2025-11,415.35,,,,,,Medium
1024,,Reconciliation Gap,2025-11,426.88,,,,,,Medium
1122,,Reconciliation Gap,2025-04,151.32,,,,,,Medium
1122,,Reconciliation Gap,2025-04,60.53,,,,,,Medium
1061,,Reconciliation Gap,2025-05,484.26,,,,,,Medium
1096,,Reconciliation Gap,2024-01,595.86,,,,,,Medium
1019,,Reconciliation Gap,2024-02,111.09,,,,,,Medium
1141,,Reconciliation Gap,2024-03,481.78,,,,,,Medium
1092,,Reconciliation Gap,2024-11,367.75,,,,,,Medium
1092,,Reconciliation Gap,2024-11,147.1,,,,,,Medium
1139,,Reconciliation Gap,2025-01,-34.09,,,,,,Medium
1040,,Reconciliation Gap,2025-08,269.42,,,,,,Medium
1010,,Reconciliation Gap,2024-04,485.03,,,,,,Medium
1112,,Reconciliation Gap,2024-09,66.4,,,,,,Medium
1111,,Reconciliation Gap,2025-02,29.74,,,,,,Medium
1033,,Reconciliation Gap,2025-12,429.89,,,,,,Medium
1033,,Reconciliation Gap,2025-12,171.95,,,,,,Medium
1061,,Reconciliation Gap,2026-04,315.52,,,,,,Medium
1061,,Reconciliation Gap,2026-04,126.21,,,,,,Medium
1074,,Reconciliation Gap,2024-12,319.24,,,,,,Medium
1126,,Reconciliation Gap,2025-11,520.67,,,,,,Medium
1111,,Reconciliation Gap,2026-02,36.1,,,,,,Medium
1098,,Reconciliation Gap,2025-07,414.93,,,,,,Medium
1033,,Reconciliation Gap,2024-07,-406.92,,,,,,Medium
1033,,Reconciliation Gap,2024-07,162.77,,,,,,Medium
1024,,Reconciliation Gap,2024-07,292.39,,,,,,Medium
1126,,Reconciliation Gap,2024-01,111.28,,,,,,Medium
1125,,Reconciliation Gap,2026-03,212.76,,,,,,Medium
1125,,Reconciliation Gap,2026-03,85.1,,,,,,Medium
1064,,Reconciliation Gap,2026-03,461.4,,,,,,Medium
1024,,Reconciliation Gap,2025-08,25.24,,,,,,Medium
1024,,Reconciliation Gap,2025-08,10.09,,,,,,Medium
1055,,Reconciliation Gap,2025-11,284.62,,,,,,Medium
1015,,Reconciliation Gap,2025-09,414.83,,,,,,Medium
1081,,Reconciliation Gap,2024-04,194.81,,,,,,Medium
1029,,Reconciliation Gap,2024-03,5.14,,,,,,Medium
1029,,Reconciliation Gap,2024-03,2.05,,,,,,Medium
1140,,Reconciliation Gap,2026-02,156.67,,,,,,Medium
1148,,Reconciliation Gap,2025-09,324.07,,,,,,Medium
1064,,Reconciliation Gap,2024-03,134.18,,,,,,Medium
1131,,Reconciliation Gap,2026-04,11.74,,,,,,Medium
1131,,Reconciliation Gap,2026-04,4.7,,,,,,Medium
1081,,Reconciliation Gap,2025-02,419.73,,,,,,Medium
1133,,Reconciliation Gap,2024-08,187.64,,,,,,Medium
1024,,Reconciliation Gap,2025-05,253.82,,,,,,Medium
1129,,Reconciliation Gap,2024-05,193.73,,,,,,Medium
1022,,Reconciliation Gap,2025-07,462.83,,,,,,Medium
1022,,Reconciliation Gap,2025-07,185.13,,,,,,Medium
1086,,Reconciliation Gap,2025-05,305.25,,,,,,Medium
1138,,Reconciliation Gap,2026-02,403.69,,,,,,Medium
1004,,Reconciliation Gap,2024-10,-472.59,,,,,,Medium
1058,,Reconciliation Gap,2026-03,278.89,,,,,,Medium
1005,,Reconciliation Gap,2024-07,39.04,,,,,,Medium
1055,,Reconciliation Gap,2025-06,596.96,,,,,,Medium
1045,,Reconciliation Gap,2025-05,192.53,,,,,,Medium
1045,,Reconciliation Gap,2025-05,77.01,,,,,,Medium
1016,,Reconciliation Gap,2025-05,508.39,,,,,,Medium
1034,,Reconciliation Gap,2024-06,201.07,,,,,,Medium
1029,,Reconciliation Gap,2024-07,334.11,,,,,,Medium
1098,,Reconciliation Gap,2024-05,8.65,,,,,,Medium
1113,,Reconciliation Gap,2025-12,125.9,,,,,,Medium
1092,,Reconciliation Gap,2025-03,415.75,,,,,,Medium
1099,,Reconciliation Gap,2025-05,365.41,,,,,,Medium
1055,,Reconciliation Gap,2025-06,596.21,,,,,,Medium
1073,,Reconciliation Gap,2026-03,143.1,,,,,,Medium
1132,,Reconciliation Gap,2025-04,122.01,,,,,,Medium
1131,,Reconciliation Gap,2025-03,571.05,,,,,,Medium
1072,,Reconciliation Gap,2025-04,37.02,,,,,,Medium
1074,,Reconciliation Gap,2024-09,97.37,,,,,,Medium
1074,,Reconciliation Gap,2024-09,38.95,,,,,,Medium
1055,,Reconciliation Gap,2024-07,287.42,,,,,,Medium
1055,,Reconciliation Gap,2024-07,114.97,,,,,,Medium
1037,,Reconciliation Gap,2025-10,90.47,,,,,,Medium
1086,,Reconciliation Gap,2025-03,365.03,,,,,,Medium
1086,,Reconciliation Gap,2025-03,146.01,,,,,,Medium
1124,,Reconciliation Gap,2024-04,175.15,,,,,,Medium
1006,,Reconciliation Gap,2024-06,564.15,,,,,,Medium
1129,,Reconciliation Gap,2024-07,20.18,,,,,,Medium
1127,,Reconciliation Gap,2024-01,59.65,,,,,,Medium
1127,,Reconciliation Gap,2024-01,23.86,,,,,,Medium
1013,,Reconciliation Gap,2025-07,17.6,,,,,,Medium
1004,,Reconciliation Gap,2026-04,598.68,,,,,,Medium
1008,,Reconciliation Gap,2025-12,8.94,,,,,,Medium
1093,,Reconciliation Gap,2024-07,154.15,,,,,,Medium
1101,,Reconciliation Gap,2025-07,168.99,,,,,,Medium
1001,,Reconciliation Gap,2024-08,574.85,,,,,,Medium
1055,,Reconciliation Gap,2024-06,-528.88,,,,,,Medium
1072,,Reconciliation Gap,2025-12,363.17,,,,,,Medium
1034,,Reconciliation Gap,2024-07,325.7,,,,,,Medium
1088,,Reconciliation Gap,2024-12,392.2,,,,,,Medium
1013,,Reconciliation Gap,2026-04,259.69,,,,,,Medium
1036,,Reconciliation Gap,2024-06,332.9,,,,,,Medium
1055,,Reconciliation Gap,2026-02,376.89,,,,,,Medium
1124,,Reconciliation Gap,2024-11,490.1,,,,,,Medium
1093,,Reconciliation Gap,2024-06,29.15,,,,,,Medium
1036,,Reconciliation Gap,2024-02,101.63,,,,,,Medium
1068,,Reconciliation Gap,2025-09,21.96,,,,,,Medium
1046,,Reconciliation Gap,2024-06,210.73,,,,,,Medium
1036,,Reconciliation Gap,2025-01,42.67,,,,,,Medium
1073,,Reconciliation Gap,2024-03,70.33,,,,,,Medium
1073,,Reconciliation Gap,2024-03,28.13,,,,,,Medium
1006,,Reconciliation Gap,2025-02,349.59,,,,,,Medium
1041,,Reconciliation Gap,2024-07,453.64,,,,,,Medium
1052,,Reconciliation Gap,2024-06,356.28,,,,,,Medium
1127,,Reconciliation Gap,2025-10,140.22,,,,,,Medium
1057,,Reconciliation Gap,2024-06,528.12,,,,,,Medium
1090,,Reconciliation Gap,2025-09,361.68,,,,,,Medium
1116,,Reconciliation Gap,2024-07,47.46,,,,,,Medium
1015,,Reconciliation Gap,2025-01,111.4,,,,,,Medium
1041,,Reconciliation Gap,2024-12,374.23,,,,,,Medium
1104,,Reconciliation Gap,2025-12,139.38,,,,,,Medium
1098,,Reconciliation Gap,2025-04,192.81,,,,,,Medium
1053,,Reconciliation Gap,2024-04,538.64,,,,,,Medium
1024,,Reconciliation Gap,2026-04,460.46,,,,,,Medium
1123,,Reconciliation Gap,2024-11,525.05,,,,,,Medium
1015,,Reconciliation Gap,2025-12,140.09,,,,,,Medium
1041,,Reconciliation Gap,2024-04,350.18,,,,,,Medium
1121,,Reconciliation Gap,2025-05,550.6,,,,,,Medium
1025,,Reconciliation Gap,2025-12,445.4,,,,,,Medium
1025,,Reconciliation Gap,2025-12,178.16,,,,,,Medium
1053,,Reconciliation Gap,2025-12,559.23,,,,,,Medium
1001,,Reconciliation Gap,2026-03,326.78,,,,,,Medium
1128,,Reconciliation Gap,2024-08,-528.68,,,,,,Medium
1099,,Reconciliation Gap,2024-04,216.39,,,,,,Medium
1124,,Reconciliation Gap,2025-03,166.78,,,,,,Medium
1124,,Reconciliation Gap,2025-03,66.71,,,,,,Medium
1122,,Reconciliation Gap,2026-04,443.94,,,,,,Medium
1113,,Reconciliation Gap,2025-02,473.65,,,,,,Medium
1025,,Reconciliation Gap,2026-03,103.05,,,,,,Medium
1071,,Reconciliation Gap,2024-03,471.98,,,,,,Medium
1075,,Reconciliation Gap,2026-02,66.01,,,,,,Medium
1138,,Reconciliation Gap,2024-06,454.77,,,,,,Medium
1138,,Reconciliation Gap,2024-06,181.91,,,,,,Medium
1038,,Reconciliation Gap,2024-04,511.02,,,,,,Medium
1018,,Reconciliation Gap,2025-08,345.11,,,,,,Medium
1140,,Reconciliation Gap,2025-02,104.22,,,,,,Medium
1001,,Reconciliation Gap,2026-04,535.38,,,,,,Medium
1099,,Reconciliation Gap,2024-07,42.39,,,,,,Medium
1049,,Reconciliation Gap,2024-03,32.32,,,,,,Medium
1040,,Reconciliation Gap,2025-09,108.64,,,,,,Medium
1130,,Reconciliation Gap,2025-01,511.68,,,,,,Medium
1122,,Reconciliation Gap,2025-04,292.8,,,,,,Medium
1147,,Reconciliation Gap,2026-04,504.72,,,,,,Medium
1061,,Reconciliation Gap,2025-12,316.62,,,,,,Medium
1061,,Reconciliation Gap,2025-12,126.65,,,,,,Medium
1057,,Reconciliation Gap,2024-04,268.2,,,,,,Medium
1022,,Reconciliation Gap,2024-07,472.43,,,,,,Medium
1055,,Reconciliation Gap,2025-12,58.16,,,,,,Medium
1019,,Reconciliation Gap,2024-12,167.42,,,,,,Medium
1105,,Reconciliation Gap,2025-04,283.25,,,,,,Medium
1105,,Reconciliation Gap,2025-04,113.3,,,,,,Medium
1006,,Reconciliation Gap,2025-12,127.04,,,,,,Medium
1008,,Reconciliation Gap,2025-03,485.79,,,,,,Medium
1125,,Reconciliation Gap,2024-01,598.81,,,,,,Medium
1039,,Reconciliation Gap,2024-11,419.16,,,,,,Medium
1101,,Reconciliation Gap,2024-09,463.47,,,,,,Medium
1075,,Reconciliation Gap,2026-03,202.81,,,,,,Medium
1104,,Reconciliation Gap,2026-02,598.47,,,,,,Medium
1086,,Reconciliation Gap,2025-01,505.64,,,,,,Medium
1148,,Reconciliation Gap,2024-06,120.72,,,,,,Medium
1003,,Reconciliation Gap,2025-09,205.0,,,,,,Medium
1113,,Reconciliation Gap,2024-06,57.09,,,,,,Medium
1132,,Reconciliation Gap,2026-03,21.92,,,,,,Medium
1146,,Reconciliation Gap,2024-02,184.57,,,,,,Medium
1064,,Reconciliation Gap,2025-04,304.35,,,,,,Medium
1064,,Reconciliation Gap,2025-04,121.74,,,,,,Medium
1017,,Reconciliation Gap,2026-02,272.19,,,,,,Medium
1053,,Reconciliation Gap,2025-04,81.0,,,,,,Medium
1053,,Reconciliation Gap,2025-04,32.4,,,,,,Medium
1015,,Reconciliation Gap,2025-11,179.92,,,,,,Medium
1132,,Reconciliation Gap,2024-02,563.18,,,,,,Medium
1128,,Reconciliation Gap,2024-01,466.8,,,,,,Medium
1126,,Reconciliation Gap,2024-01,175.81,,,,,,Medium
1006,,Reconciliation Gap,2024-02,138.67,,,,,,Medium
1119,,Reconciliation Gap,2024-08,18.66,,,,,,Medium
1092,,Reconciliation Gap,2025-12,475.4,,,,,,Medium
1092,,Reconciliation Gap,2025-12,190.16,,,,,,Medium
1112,,Reconciliation Gap,2025-10,170.52,,,,,,Medium
1119,,Reconciliation Gap,2025-03,199.14,,,,,,Medium
1008,,Reconciliation Gap,2025-04,451.48,,,,,,Medium
1036,,Reconciliation Gap,2025-12,-371.71,,,,,,Medium
1005,,Reconciliation Gap,2026-03,596.57,,,,,,Medium
1068,,Reconciliation Gap,2024-05,85.55,,,,,,Medium
1126,,Reconciliation Gap,2026-02,420.85,,,,,,Medium
1101,,Reconciliation Gap,2025-02,235.98,,,,,,Medium
1034,,Reconciliation Gap,2025-11,538.05,,,,,,Medium
1129,,Reconciliation Gap,2026-02,-502.59,,,,,,Medium
1123,,Reconciliation Gap,2025-05,74.2,,,,,,Medium
1041,,Reconciliation Gap,2025-04,56.54,,,,,,Medium
1070,,Reconciliation Gap,2024-09,105.04,,,,,,Medium
1150,,Reconciliation Gap,2025-07,412.96,,,,,,Medium
1050,,Reconciliation Gap,2024-11,413.04,,,,,,Medium
1077,,Reconciliation Gap,2025-09,587.09,,,,,,Medium
1015,,Reconciliation Gap,2024-12,492.17,,,,,,Medium
1132,,Reconciliation Gap,2024-06,575.26,,,,,,Medium
